t,x,y,nx,ny
3.417,-122.5,115.9,43.9,-56.5
3.451,-121.9,116.2,44.5,-56.2
3.485,-121.2,116.8,45.2,-55.6
3.519,-120,117.6,46.4,-54.8
3.553,-118.9,118.5,47.5,-53.9
3.587,-117.6,119.8,48.8,-52.6
3.62,-115.9,121.5,50.5,-50.9
3.654,-114.1,123.4,52.3,-49
3.688,-112.7,125.3,53.7,-47.1
3.722,-112.1,126.6,54.3,-45.8
3.756,-111.6,127.4,54.8,-45
3.79,-111.2,128.3,55.2,-44.1
3.823,-111.2,128.4,55.2,-44
3.857,-111,128.1,55.4,-44.3
3.891,-110.1,128.2,56.3,-44.2
3.925,-107.1,128.2,59.3,-44.2
3.959,-103.1,129.1,63.3,-43.3
3.993,-98.56,130,67.84,-42.4
4.026,-95.73,131,70.67,-41.4
4.06,-94.14,130.9,72.26,-41.5
4.094,-93.24,129.8,73.16,-42.6
4.128,-92.56,128.1,73.84,-44.3
4.162,-92.95,125.7,73.45,-46.7
4.196,-94.68,122.3,71.72,-50.1
4.229,-98.06,117.7,68.34,-54.7
4.263,-103.1,111.3,63.3,-61.1
4.297,-108.4,104.6,58,-67.8
4.331,-110.1,102.8,56.3,-69.6
4.365,-110.3,101.7,56.1,-70.7
4.399,-109.6,101.3,56.8,-71.1
4.432,-109.3,101.1,57.1,-71.3
4.466,-108.9,101.1,57.5,-71.3
4.5,-108.3,101.2,58.1,-71.2
4.534,-108,101.4,58.4,-71
4.568,-107.3,102,59.1,-70.4
4.602,-106.4,102.7,60,-69.7
4.635,-105,103.7,61.4,-68.7
4.669,-103.8,104.9,62.6,-67.5
4.703,-102.5,106.1,63.9,-66.3
4.737,-100.9,107.8,65.5,-64.6
4.771,-99.64,109.6,66.76,-62.8
4.805,-98.6,111.4,67.8,-61
4.839,-98.34,112.5,68.06,-59.9
4.872,-97.98,113.5,68.42,-58.9
4.906,-97.55,114.3,68.85,-58.1
4.94,-97.24,114.2,69.16,-58.2
4.974,-95.16,114.3,71.24,-58.1
5.008,-91.92,114.6,74.48,-57.8
5.042,-87.69,115.9,78.71,-56.5
5.075,-83.76,117.3,82.64,-55.1
5.109,-81.32,118.2,85.08,-54.2
5.143,-80.05,117.8,86.35,-54.6
5.177,-79.01,116.5,87.39,-55.9
5.211,-79.1,114.9,87.3,-57.5
5.245,-80.7,112,85.7,-60.4
5.278,-83.71,108,82.69,-64.4
5.312,-88.35,102.3,78.05,-70.1
5.346,-93.69,95.55,72.71,-76.85
5.38,-96.2,92.57,70.2,-79.83
5.414,-96.53,91.65,69.87,-80.75
5.448,-95.77,91.22,70.63,-81.18
5.481,-95.31,91.14,71.09,-81.26
5.515,-94.9,91.16,71.5,-81.24
5.549,-94.43,91.21,71.97,-81.19
5.583,-94.26,91.32,72.14,-81.08
5.617,-93.8,91.5,72.6,-80.9
5.651,-93.08,92.13,73.32,-80.27
5.684,-91.8,93.2,74.6,-79.2
5.718,-90.41,94.55,75.99,-77.85
5.752,-89.01,95.95,77.39,-76.45
5.786,-87.6,97.61,78.8,-74.79
5.82,-86.21,99.62,80.19,-72.78
5.854,-85.35,101.6,81.05,-70.8
5.887,-85.17,102.7,81.23,-69.7
5.921,-84.84,103.6,81.56,-68.8
5.955,-84.62,104.5,81.78,-67.9
5.989,-84.49,104.7,81.91,-67.7
6.023,-84.12,104.7,82.28,-67.7
6.057,-82.45,104.9,83.95,-67.5
6.09,-79.14,105.5,87.26,-66.9
6.124,-75.1,106.7,91.3,-65.7
6.158,-71.35,108.3,95.05,-64.1
6.192,-68.94,109.4,97.46,-63
6.226,-67.46,109.2,98.94,-63.2
6.26,-66.08,107.7,100.32,-64.7
6.293,-64.76,105.9,101.64,-66.5
6.327,-64.11,103,102.29,-69.4
6.361,-65.22,98.63,101.18,-73.77
6.395,-67.97,92.47,98.43,-79.93
6.429,-72.36,84.23,94.04,-88.17
6.463,-76.21,77.49,90.19,-94.91
6.496,-77.01,75.92,89.39,-96.48
6.53,-76.72,74.93,89.68,-97.47
6.564,-75.86,74.8,90.54,-97.6
6.598,-75.14,75.16,91.26,-97.24
6.632,-74.72,75.57,91.68,-96.83
6.666,-74.19,76.03,92.21,-96.37
6.699,-73.56,76.62,92.84,-95.78
6.733,-72.75,77.39,93.65,-95.01
6.767,-71.81,78.41,94.59,-93.99
6.801,-70.43,79.87,95.97,-92.53
6.835,-69.2,81.3,97.2,-91.1
6.869,-67.89,82.93,98.51,-89.47
6.902,-66.62,85.16,99.78,-87.24
6.936,-65.52,87.03,100.88,-85.37
6.97,-65.01,88.67,101.39,-83.73
7.004,-64.77,89.56,101.63,-82.84
7.038,-64.57,90.57,101.83,-81.83
7.072,-64.62,90.8,101.78,-81.6
7.106,-64.44,90.78,101.96,-81.62
7.139,-63.69,90.89,102.71,-81.51
7.173,-61.1,91.66,105.3,-80.74
7.207,-57.53,93.24,108.87,-79.16
7.241,-53.56,95.15,112.84,-77.25
7.275,-50.89,96.88,115.51,-75.52
7.309,-47.93,96.77,118.47,-75.63
7.342,-46.86,95.17,119.54,-77.23
7.376,-46.35,93.02,120.05,-79.38
7.41,-46.85,89.39,119.55,-83.01
7.444,-48.63,83.95,117.77,-88.45
7.478,-51.85,76.56,114.55,-95.84
7.512,-55.35,68.07,111.05,-104.33
7.545,-56.72,64.43,109.68,-107.97
7.579,-56.69,62.99,109.71,-109.41
7.613,-55.71,62.89,110.69,-109.51
