0,0.1,0,0.4108
0.02,0.12,0.0056,1.564
0.04,0.14,0.0897,4.0194
0.06,0.16,0.3439,4.4161
0.08,0.18,0.7022,3.4818
0.1,0.2,1.0561,4.7291
0.12,0.22,1.3904,7.2241
0.14,0.24,1.7177,8.5684
0.16,0.26,2.0444,9.3866
0.18,0.28,2.3724,11.1066
0.2,0.3,2.7013,12.4927
0.22,0.32,3.0307,12.7316
0.24,0.34,3.3604,13.4656
0.26,0.36,3.6906,14.3086
0.28,0.38,4.0212,14.6382
0.3,0.4,4.3519,14.7121
0.32,0.42,4.6828,14.6857
0.34,0.44,5.014,14.5924
0.36,0.46,5.3454,14.6251
0.38,0.48,5.6769,14.5975
0.4,0.5,6.0085,14.4553
0.42,0.52,6.3404,14.3816
0.44,0.54,6.6725,14.7695
0.46,0.56,7.0046,14.8213
0.48,0.58,7.3367,14.7631
0.5,0.6,7.669,14.96
0.52,0.62,8.0015,14.7997
0.54,0.64,8.334,14.385
0.56,0.66,8.6664,14.2046
0.58,0.68,8.9989,13.8587
0.6,0.7,9.3317,13.5393
0.62,0.72,9.6644,13.2677
0.64,0.74,9.9971,13.2402
0.66,0.76,10.3298,13.0196
0.68,0.78,10.6627,13.0253
0.7,0.8,10.9956,13.2008
0.72,0.82,11.3285,13.2456
0.74,0.84,11.6614,13.1065
0.76,0.86,11.9942,12.7279
0.78,0.88,12.3271,12.5749
0.8,0.9,12.66,12.2608
0.82,0.92,12.993,12.141
0.84,0.94,13.326,12.2274
0.86,0.96,13.6591,12.1017
0.88,0.98,13.9921,11.9371
0.9,1,14.3251,11.8718
0.92,1.02,14.6581,11.6807
0.94,1.04,14.9912,11.5147
0.96,1.06,15.3243,11.404
0.98,1.08,15.6572,11.3011
1,1.1,15.9903,11.2377
1.02,1.12,16.3235,10.982
1.04,1.14,16.6566,10.7964
1.06,1.16,16.9897,10.741
1.08,1.18,17.3226,10.7158
1.1,1.2,17.6557,10.7818
1.12,1.22,17.9889,10.6269
1.14,1.24,18.3219,10.6247
1.16,1.26,18.655,10.2573
1.18,1.28,18.9881,9.997
1.2,1.3,19.3212,10.2231
1.22,1.32,19.6543,10.0001
1.24,1.34,19.9874,10.0164
1.26,1.36,20.3205,9.9807
1.28,1.38,20.6537,9.8257
1.3,1.4,20.9868,9.8461
1.32,1.42,21.3198,9.8816
1.34,1.44,21.653,9.8199
1.36,1.46,21.9862,9.6897
1.38,1.48,22.3193,9.6691
1.4,1.5,22.6523,9.5879
1.42,1.52,22.9854,9.5007
1.44,1.54,23.3186,9.4737
1.46,1.56,23.6518,9.3225
1.48,1.58,23.9849,9.0843
1.5,1.6,24.3178,8.8684
1.52,1.62,24.6509,8.9819
1.54,1.64,24.9841,8.9642
1.56,1.66,25.3172,8.9512
1.58,1.68,25.6503,8.8665
1.6,1.7,25.9835,8.831
1.62,1.72,26.3166,8.7651
1.64,1.74,26.6497,8.743
1.66,1.76,26.9828,8.7424
1.68,1.78,27.316,8.6709
1.7,1.8,27.6491,8.6379
1.72,1.82,27.9822,8.5291
1.74,1.84,28.3152,8.3947
1.76,1.86,28.6484,8.3923
1.78,1.88,28.9817,8.2865
1.8,1.9,29.3148,8.2606
1.82,1.92,29.6478,8.3363
1.84,1.94,29.9808,8.3343
1.86,1.96,30.314,8.223
1.88,1.98,30.6472,8.1782
1.9,2,30.9803,8.2221
1.92,2.02,31.3133,8.1448
1.94,2.04,31.6465,8.0604
1.96,2.06,31.9797,8.023
1.98,2.08,32.3128,7.8619
2,2.1,32.6459,7.7873
2.02,2.12,32.979,7.6895
2.04,2.14,33.3121,7.5573
2.06,2.16,33.6452,7.4957
2.08,2.18,33.9783,7.4908
2.1,2.2,34.3115,7.4535
2.12,2.22,34.6446,7.414
2.14,2.24,34.9777,7.5088
2.16,2.26,35.3108,7.4875
2.18,2.28,35.644,7.3744
2.2,2.3,35.9772,7.4048
2.22,2.32,36.3103,7.2711
2.24,2.34,36.6432,7.1716
2.26,2.36,36.9762,7.0949
2.28,2.38,37.3095,7.0892
2.3,2.4,37.6427,6.9845
2.32,2.42,37.9758,6.9128
2.34,2.44,38.3089,6.9383
2.36,2.46,38.642,6.8938
2.38,2.48,38.9752,6.7964
2.4,2.5,39.3083,6.7134
2.42,2.52,39.6413,6.7361
2.44,2.54,39.9744,6.7867
2.46,2.56,40.3076,6.729
2.48,2.58,40.6408,6.71
2.5,2.6,40.9739,6.6469
2.52,2.62,41.307,6.5425
2.54,2.64,41.6402,6.3738
2.56,2.66,41.9733,6.305
2.58,2.68,42.3063,6.3859
2.6,2.7,42.6394,6.3183
2.62,2.72,42.9726,6.325
2.64,2.74,43.3057,6.2744
2.66,2.76,43.6388,6.1669
2.68,2.78,43.9719,6.0462
2.7,2.8,44.3051,5.9782
2.72,2.82,44.6382,6.0613
2.74,2.84,44.9713,6.12
