t,x,y,nx,ny
0.033,-1.346,-87.77,0,0
0.067,-1.318,-87.75,0.028,0.02
0.1,-1.32,-87.99,0.026,-0.22
0.134,-1.506,-89.48,-0.16,-1.71
0.167,-2.155,-91.37,-0.809,-3.6
0.2,-3.213,-95.89,-1.867,-8.12
0.234,-3.829,-97.61,-2.483,-9.84
0.267,-4.397,-99.04,-3.051,-11.27
0.3,-5.206,-100.8,-3.86,-13.03
0.334,-6.196,-102.3,-4.85,-14.53
0.367,-7.497,-103.3,-6.151,-15.53
0.401,-9.097,-104.3,-7.751,-16.53
0.434,-11.48,-104.8,-10.134,-17.03
0.467,-14.78,-104.3,-13.434,-16.53
0.501,-16.96,-103.2,-15.614,-15.43
0.534,-17.38,-102.8,-16.034,-15.03
0.568,-16.7,-103.2,-15.354,-15.43
0.601,-14.81,-104.4,-13.464,-16.63
0.634,-12.74,-105.1,-11.394,-17.33
0.668,-11.39,-105.2,-10.044,-17.43
0.701,-10.06,-105.2,-8.714,-17.43
0.734,-8.221,-105,-6.875,-17.23
0.768,-6.545,-104.8,-5.199,-17.03
0.801,-4.616,-104.2,-3.27,-16.43
0.835,-2.718,-103.6,-1.372,-15.83
0.868,-1.072,-103.3,0.274,-15.53
0.901,0.242,-103.1,1.588,-15.33
0.935,1.365,-102.9,2.711,-15.13
0.968,1.452,-103.2,2.798,-15.43
1.002,0.258,-104.5,1.604,-16.73
1.035,-1.312,-106.3,0.034,-18.53
1.068,-3.135,-108.4,-1.789,-20.63
1.102,-4.783,-110.4,-3.437,-22.63
1.135,-6.726,-112.4,-5.38,-24.63
1.169,-8.902,-114.4,-7.556,-26.63
1.202,-11.32,-115.8,-9.974,-28.03
1.235,-13.15,-116.9,-11.804,-29.13
1.269,-14.2,-117.8,-12.854,-30.03
1.302,-15.04,-118.4,-13.694,-30.63
1.335,-15.74,-118.7,-14.394,-30.93
1.369,-16.52,-118.5,-15.174,-30.73
1.402,-17.21,-118.1,-15.864,-30.33
1.436,-17.79,-117.8,-16.444,-30.03
1.469,-18,-117.6,-16.654,-29.83
1.502,-17.17,-118.3,-15.824,-30.53
1.536,-15.17,-119.2,-13.824,-31.43
1.569,-13.7,-119.2,-12.354,-31.43
1.603,-12.67,-118.9,-11.324,-31.13
1.636,-11.24,-118.6,-9.894,-30.83
1.669,-9.292,-118.4,-7.946,-30.63
1.703,-7.401,-117.9,-6.055,-30.13
1.736,-5.532,-117.1,-4.186,-29.33
1.769,-3.724,-116.7,-2.378,-28.93
1.803,-2.177,-116.4,-0.831,-28.63
1.836,-1.194,-116,0.152,-28.23
1.87,-1.051,-116.5,0.295,-28.73
1.903,-1.889,-118.2,-0.543,-30.43
1.936,-3.522,-120,-2.176,-32.23
1.97,-5.232,-122.1,-3.886,-34.33
2.003,-7.127,-124.1,-5.781,-36.33
2.037,-8.904,-125.4,-7.558,-37.63
2.07,-11.02,-127.4,-9.674,-39.63
2.103,-13.65,-129.1,-12.304,-41.33
2.137,-16.13,-130.1,-14.784,-42.33
2.17,-18.05,-130.7,-16.704,-42.93
2.203,-18.73,-131.5,-17.384,-43.73
2.237,-18.81,-132.1,-17.464,-44.33
2.27,-19.4,-132,-18.054,-44.23
2.304,-20.36,-131.4,-19.014,-43.63
2.337,-20.88,-131,-19.534,-43.23
2.37,-21.09,-131.1,-19.744,-43.33
2.404,-19.59,-131.9,-18.244,-44.13
2.437,-17.59,-132.3,-16.244,-44.53
2.471,-16.23,-131.9,-14.884,-44.13
2.504,-14.94,-131.1,-13.594,-43.33
2.537,-13.23,-130.6,-11.884,-42.83
2.571,-9.137,-128.6,-7.791,-40.83
2.604,-7.367,-127.5,-6.021,-39.73
2.637,-5.637,-126.4,-4.291,-38.63
2.671,-4.409,-125.6,-3.063,-37.83
2.704,-3.649,-125.6,-2.303,-37.83
2.738,-3.752,-126.3,-2.406,-38.53
2.771,-4.768,-128.1,-3.422,-40.33
2.804,-6.423,-130,-5.077,-42.23
2.838,-8.435,-132.3,-7.089,-44.53
2.871,-10.17,-134.3,-8.824,-46.53
2.905,-12.11,-135.9,-10.764,-48.13
2.938,-14.56,-138.1,-13.214,-50.33
2.971,-17.15,-139.3,-15.804,-51.53
3.005,-19.28,-140.1,-17.934,-52.33
3.038,-20.69,-140.9,-19.344,-53.13
3.072,-21.2,-141.5,-19.854,-53.73
3.105,-21.36,-141.8,-20.014,-54.03
3.138,-22.11,-141.9,-20.764,-54.13
3.172,-22.82,-141.5,-21.474,-53.73
3.205,-23.25,-141.2,-21.904,-53.43
3.238,-22.97,-141.3,-21.624,-53.53
3.272,-21.14,-142,-19.794,-54.23
3.305,-19.15,-142,-17.804,-54.23
3.339,-17.97,-141.3,-16.624,-53.53
3.372,-16.65,-140.4,-15.304,-52.63
3.405,-14.89,-139.8,-13.544,-52.03
3.439,-12.66,-138.6,-11.314,-50.83
3.472,-10.7,-137.2,-9.354,-49.43
3.506,-8.866,-136.1,-7.52,-48.33
3.539,-7.374,-135,-6.028,-47.23
3.572,-6.046,-134.4,-4.7,-46.63
3.606,-5.486,-134.6,-4.14,-46.83
3.639,-5.766,-135.7,-4.42,-47.93
3.672,-7.263,-137.7,-5.917,-49.93
3.706,-9.002,-139.6,-7.656,-51.83
3.739,-10.74,-141.9,-9.394,-54.13
3.773,-12.49,-143.7,-11.144,-55.93
3.806,-14.8,-145.2,-13.454,-57.43
3.839,-17.32,-147,-15.974,-59.23
3.873,-19.74,-148.2,-18.394,-60.43
3.906,-22.06,-148.8,-20.714,-61.03
3.94,-22.99,-149.7,-21.644,-61.93
3.973,-23.15,-150.6,-21.804,-62.83
4.006,-23.52,-150.7,-22.174,-62.93
4.04,-24.38,-150.4,-23.034,-62.63
4.073,-25.07,-149.8,-23.724,-62.03
4.106,-25.35,-149.6,-24.004,-61.83
4.14,-24.44,-149.9,-23.094,-62.13
4.173,-22.23,-150.5,-20.884,-62.73
4.207,-20.42,-150.2,-19.074,-62.43
4.24,-19.3,-149.1,-17.954,-61.33
4.273,-17.66,-148.1,-16.314,-60.33
4.307,-15.63,-147.2,-14.284,-59.43
4.34,-13.37,-145.9,-12.024,-58.13
4.374,-11.24,-144.2,-9.894,-56.43
4.407,-9.49,-142.8,-8.144,-55.03
4.44,-7.976,-141.6,-6.63,-53.83
4.474,-6.925,-141.4,-5.579,-53.63
4.507,-6.662,-141.5,-5.316,-53.73
4.54,-7.611,-142.9,-6.265,-55.13
4.574,-9.334,-144.8,-7.988,-57.03
4.607,-11.19,-147.2,-9.844,-59.43
4.641,-13.28,-149.1,-11.934,-61.33
4.674,-15.42,-151.3,-14.074,-63.53
4.707,-17.73,-153.4,-16.384,-65.63
4.741,-20.36,-154.9,-19.014,-67.13
4.774,-22.21,-155.8,-20.864,-68.03
4.808,-23.74,-156.6,-22.394,-68.83
4.841,-24.81,-157.3,-23.464,-69.53
4.874,-25.34,-158,-23.994,-70.23
4.908,-26.05,-158.1,-24.704,-70.33
4.941,-26.71,-157.8,-25.364,-70.03
4.975,-27.15,-157.6,-25.804,-69.83
5.008,-26.52,-157.8,-25.174,-70.03
5.041,-24.49,-158.3,-23.144,-70.53
5.075,-22.58,-157.9,-21.234,-70.13
5.108,-21.4,-156.9,-20.054,-69.13
5.141,-19.79,-155.7,-18.444,-67.93
5.175,-17.91,-154.9,-16.564,-67.13
5.208,-15.65,-153.7,-14.304,-65.93
5.242,-13.55,-152.1,-12.204,-64.33
5.275,-11.68,-150.7,-10.334,-62.93
5.308,-10.2,-149.6,-8.854,-61.83
5.342,-9.141,-149.4,-7.795,-61.63
5.375,-8.875,-149.8,-7.529,-62.03
5.409,-9.768,-151.4,-8.422,-63.63
5.442,-11.54,-153.5,-10.194,-65.73
5.475,-13.54,-155.9,-12.194,-68.13
5.509,-15.53,-157.8,-14.184,-70.03
5.542,-17.63,-159.8,-16.284,-72.03
5.575,-19.8,-161.7,-18.454,-73.93
5.609,-22.68,-163.2,-21.334,-75.43
5.642,-25.02,-164.2,-23.674,-76.43
5.676,-26.93,-164.8,-25.584,-77.03
5.709,-27.57,-165.6,-26.224,-77.83
5.742,-27.81,-166.2,-26.464,-78.43
5.776,-28.46,-166.2,-27.114,-78.43
5.809,-29.16,-165.8,-27.814,-78.03
5.843,-29.52,-165.6,-28.174,-77.83
5.876,-29.66,-165.4,-28.314,-77.63
5.909,-28.41,-165.9,-27.064,-78.13
5.943,-26.32,-166.1,-24.974,-78.33
5.976,-24.85,-165.7,-23.504,-77.93
6.009,-23.58,-164.7,-22.234,-76.93
6.043,-21.88,-164,-20.534,-76.23
6.076,-19.58,-163,-18.234,-75.23
6.11,-17.54,-161.9,-16.194,-74.13
6.143,-15.54,-160.9,-14.194,-73.13
6.176,-13.72,-159.7,-12.374,-71.93
6.21,-12.14,-158.9,-10.794,-71.13
6.243,-11.32,-158.9,-9.974,-71.13
6.277,-11.29,-159.6,-9.944,-71.83
6.31,-12.48,-161.4,-11.134,-73.63
6.343,-14.35,-163.2,-13.004,-75.43
6.377,-16.44,-165.7,-15.094,-77.93
6.41,-18.46,-167.7,-17.114,-79.93
6.443,-20.46,-169.2,-19.114,-81.43
6.477,-22.89,-171.1,-21.544,-83.33
6.51,-25.71,-172.4,-24.364,-84.63
6.544,-28.23,-173.1,-26.884,-85.33
6.577,-29.87,-174,-28.524,-86.23
6.61,-30.29,-174.9,-28.944,-87.13
6.644,-30.51,-175.5,-29.164,-87.73
6.677,-31.14,-175.5,-29.794,-87.73
6.711,-31.95,-175.2,-30.604,-87.43
6.744,-32.19,-175,-30.844,-87.23
6.777,-32.02,-174.9,-30.674,-87.13
6.811,-30.4,-175.4,-29.054,-87.63
6.844,-28.33,-175.4,-26.984,-87.63
6.878,-26.97,-174.8,-25.624,-87.03
6.911,-25.58,-173.8,-24.234,-86.03
6.944,-23.66,-173.2,-22.314,-85.43
6.978,-21.34,-172.2,-19.994,-84.43
7.011,-19.24,-171.3,-17.894,-83.53
7.044,-17.25,-170.4,-15.904,-82.63
7.078,-15.63,-169.4,-14.284,-81.63
7.111,-14.33,-168.8,-12.984,-81.03
7.145,-13.8,-169,-12.454,-81.23
7.178,-14.03,-170,-12.684,-82.23
7.211,-15.67,-172.1,-14.324,-84.33
7.245,-17.65,-174.1,-16.304,-86.33
7.278,-19.8,-176.6,-18.454,-88.83
7.312,-24.21,-180.3,-22.864,-92.53
7.345,-26.83,-182.1,-25.484,-94.33
7.378,-29.47,-183.1,-28.124,-95.33
7.412,-31.85,-183.6,-30.504,-95.83
7.445,-33.24,-184.3,-31.894,-96.53
7.478,-33.61,-185,-32.264,-97.23
7.512,-34.08,-185.3,-32.734,-97.53
7.545,-34.88,-185.1,-33.534,-97.33
7.579,-35.4,-184.9,-34.054,-97.13
7.612,-35.77,-184.7,-34.424,-96.93
7.645,-35.13,-184.8,-33.784,-97.03
7.679,-33.39,-185.2,-32.044,-97.43
7.712,-31.66,-185.1,-30.314,-97.33
7.746,-30.36,-184.3,-29.014,-96.53
7.779,-28.83,-183.6,-27.484,-95.83
7.812,-26.77,-183.2,-25.424,-95.43
7.846,-24.54,-182.5,-23.194,-94.73
7.879,-22.49,-181.7,-21.144,-93.93
7.912,-20.85,-181.2,-19.504,-93.43
7.946,-19.15,-180.6,-17.804,-92.83
7.979,-18.03,-180.1,-16.684,-92.33
8.013,-17.76,-180.6,-16.414,-92.83
8.046,-18.29,-181.8,-16.944,-94.03
8.079,-20,-183.9,-18.654,-96.13
8.113,-22.11,-186.3,-20.764,-98.53
8.146,-24.29,-188.3,-22.944,-100.53
8.18,-26.42,-190.2,-25.074,-102.43
8.213,-28.8,-192.2,-27.454,-104.43
8.246,-31.7,-193.5,-30.354,-105.73
8.28,-34.27,-194.6,-32.924,-106.83
8.313,-36.55,-195,-35.204,-107.23
8.346,-37.56,-195.8,-36.214,-108.03
8.38,-37.88,-196.4,-36.534,-108.63
8.413,-38.33,-196.6,-36.984,-108.83
8.447,-39.11,-196.5,-37.764,-108.73
8.48,-39.44,-196.4,-38.094,-108.63
8.513,-39.61,-196.1,-38.264,-108.33
8.547,-38.77,-196.4,-37.424,-108.63
8.58,-36.68,-196.7,-35.334,-108.93
8.614,-35.15,-196.5,-33.804,-108.73
8.647,-33.99,-195.9,-32.644,-108.13
8.68,-32.29,-195.3,-30.944,-107.53
8.714,-30.25,-195.1,-28.904,-107.33
8.747,-28.16,-194.6,-26.814,-106.83
8.781,-26.12,-193.9,-24.774,-106.13
8.814,-24.33,-193.4,-22.984,-105.63
8.847,-22.88,-193,-21.534,-105.23
8.881,-21.93,-193.1,-20.584,-105.33
8.914,-21.95,-193.5,-20.604,-105.73
8.947,-23.05,-195.1,-21.704,-107.33
8.981,-24.97,-197.1,-23.624,-109.33
9.014,-27.27,-199.5,-25.924,-111.73
9.048,-29.4,-201.4,-28.054,-113.63
9.081,-31.75,-203,-30.404,-115.23
9.114,-34.3,-205.1,-32.954,-117.33
9.148,-37.17,-206.3,-35.824,-118.53
9.181,-39.51,-207,-38.164,-119.23
9.215,-41.29,-207.7,-39.944,-119.93
9.248,-42.21,-208.5,-40.864,-120.73
9.281,-42.54,-208.9,-41.194,-121.13
9.315,-43.14,-208.7,-41.794,-120.93
9.348,-43.89,-208.3,-42.544,-120.53
9.381,-44.3,-208,-42.954,-120.23
9.415,-44.44,-207.7,-43.094,-119.93
9.448,-43.44,-208.4,-42.094,-120.63
9.482,-41.48,-209.3,-40.134,-121.53
9.515,-39.92,-209.3,-38.574,-121.53
9.548,-38.87,-208.8,-37.524,-121.03
9.582,-36.92,-208.6,-35.574,-120.83
9.615,-34.78,-208.3,-33.434,-120.53
9.649,-32.7,-207.8,-31.354,-120.03
9.682,-29.05,-207,-27.704,-119.23
9.715,-27.6,-206.9,-26.254,-119.13
9.749,-26.68,-206.8,-25.334,-119.03
9.782,-26.66,-207.3,-25.314,-119.53
9.815,-27.79,-208.8,-26.444,-121.03
9.849,-29.82,-210.9,-28.474,-123.13
9.882,-31.92,-213.1,-30.574,-125.33
9.916,-34.19,-215.1,-32.844,-127.33
9.949,-36.46,-216.7,-35.114,-128.93
9.982,-39.12,-218.8,-37.774,-131.03
10.016,-41.82,-220,-40.474,-132.23
10.049,-44.28,-220.7,-42.934,-132.93
10.083,-46.46,-221.2,-45.114,-133.43
10.116,-47.28,-221.9,-45.934,-134.13
10.149,-47.71,-222.4,-46.364,-134.63
10.183,-48.36,-222.6,-47.014,-134.83
10.216,-48.85,-222.4,-47.504,-134.63
10.249,-49.02,-222.3,-47.674,-134.53
10.283,-48.95,-222.1,-47.604,-134.33
10.316,-47.52,-222.5,-46.174,-134.73
10.35,-45.59,-222.6,-44.244,-134.83
10.383,-44.05,-222.1,-42.704,-134.33
10.416,-42.7,-221.2,-41.354,-133.43
10.45,-40.83,-220.6,-39.484,-132.83
10.483,-38.51,-219.7,-37.164,-131.93
10.517,-36.44,-218.7,-35.094,-130.93
10.55,-34.45,-217.9,-33.104,-130.13
10.583,-32.62,-217.1,-31.274,-129.33
10.617,-31.35,-216.3,-30.004,-128.53
10.65,-30.73,-216.6,-29.384,-128.83
10.684,-30.87,-217.3,-29.524,-129.53
10.717,-32.42,-219.3,-31.074,-131.53
10.75,-34.53,-221.2,-33.184,-133.43
10.784,-36.86,-223.4,-35.514,-135.63
10.817,-38.98,-225.2,-37.634,-137.43
10.85,-41.26,-226.8,-39.914,-139.03
10.884,-43.93,-228.5,-42.584,-140.73
10.917,-46.84,-229.8,-45.494,-142.03
10.951,-49.25,-230.3,-47.904,-142.53
10.984,-50.95,-231.1,-49.604,-143.33
11.017,-51.33,-231.8,-49.984,-144.03
11.051,-51.67,-232.2,-50.324,-144.43
11.084,-52.45,-232.1,-51.104,-144.33
11.118,-53.19,-231.7,-51.844,-143.93
11.151,-53.51,-231.3,-52.164,-143.53
11.184,-53.18,-231.4,-51.834,-143.63
11.218,-51.39,-232.2,-50.044,-144.43
11.251,-49.36,-232.3,-48.014,-144.53
