t,x,y,nx,ny
4.977,50.1,-12.6,5.66,-3.684
5.011,49.9,-13.95,5.46,-5.034
5.045,49.96,-16.21,5.52,-7.294
5.079,50.79,-18.67,6.35,-9.754
5.112,51.87,-20.98,7.43,-12.064
5.146,52.98,-23.51,8.54,-14.594
5.18,54.1,-25.97,9.66,-17.054
5.214,55.17,-28.65,10.73,-19.734
5.248,56.75,-31.12,12.31,-22.204
5.282,58.61,-33.63,14.17,-24.714
5.316,59.98,-35.75,15.54,-26.834
5.349,61.14,-37.79,16.7,-28.874
5.383,62.6,-39.7,18.16,-30.784
5.417,64.08,-41.37,19.64,-32.454
5.451,65.33,-43.06,20.89,-34.144
5.485,66.36,-44.85,21.92,-35.934
5.519,67.5,-46.55,23.06,-37.634
5.553,68.68,-48.25,24.24,-39.334
5.586,69.87,-49.57,25.43,-40.654
5.62,70.9,-50.68,26.46,-41.764
5.654,71.67,-52.05,27.23,-43.134
5.688,72.32,-53.2,27.88,-44.284
5.722,72.94,-54.22,28.5,-45.304
5.756,73.64,-54.85,29.2,-45.934
5.79,73.92,-55.43,29.48,-46.514
5.823,74.21,-55.84,29.77,-46.924
5.857,74.39,-55.99,29.95,-47.074
5.891,74.76,-56,30.32,-47.084
5.925,74.49,-56.59,30.05,-47.674
5.959,72.91,-58.11,28.47,-49.194
5.993,72.11,-58.54,27.67,-49.624
6.027,72.6,-58.31,28.16,-49.394
6.06,73.27,-58.15,28.83,-49.234
6.094,73.44,-58.17,29,-49.254
6.128,73.47,-58.3,29.03,-49.384
6.162,73.43,-58.44,28.99,-49.524
6.196,73.63,-58.55,29.19,-49.634
6.23,73.84,-58.94,29.4,-50.024
6.264,74.4,-59.8,29.96,-50.884
6.297,74.78,-60.24,30.34,-51.324
6.331,75.08,-60.7,30.64,-51.784
6.365,75.3,-61.16,30.86,-52.244
6.399,75.43,-61.34,30.99,-52.424
6.433,75.39,-60.99,30.95,-52.074
6.467,74.96,-59.99,30.52,-51.074
6.501,74.11,-58.28,29.67,-49.364
6.534,72.8,-55.96,28.36,-47.044
6.568,71.35,-53.89,26.91,-44.974
6.602,70.34,-51.58,25.9,-42.664
6.636,69.53,-49.31,25.09,-40.394
6.67,68.64,-47.28,24.2,-38.364
6.704,67.74,-45.44,23.3,-36.524
6.738,67.24,-43.76,22.8,-34.844
6.771,66.82,-42.44,22.38,-33.524
6.805,66.67,-41.42,22.23,-32.504
6.839,66.2,-40.56,21.76,-31.644
6.873,66.13,-40.39,21.69,-31.474
6.907,66.05,-40.49,21.61,-31.574
6.941,65.89,-42.13,21.45,-33.214
6.975,66.15,-44.38,21.71,-35.464
7.008,67.21,-46.86,22.77,-37.944
7.042,68.4,-49.42,23.96,-40.504
7.076,69.44,-51.95,25,-43.034
7.11,70.39,-54.61,25.95,-45.694
7.144,71.55,-57.07,27.11,-48.154
7.178,73.33,-59.52,28.89,-50.604
7.212,74.72,-61.86,30.28,-52.944
7.245,76.09,-64.11,31.65,-55.194
7.279,77.43,-66.02,32.99,-57.104
7.313,78.68,-67.97,34.24,-59.054
7.347,79.89,-69.69,35.45,-60.774
7.381,80.96,-71.52,36.52,-62.604
7.415,82.37,-73.14,37.93,-64.224
7.449,83.41,-74.79,38.97,-65.874
7.482,84.33,-76.35,39.89,-67.434
7.516,85.44,-77.44,41,-68.524
7.55,86.54,-78.73,42.1,-69.814
7.584,87.23,-79.95,42.79,-71.034
7.618,88,-80.97,43.56,-72.054
7.652,88.51,-81.59,44.07,-72.674
7.686,89.04,-82.12,44.6,-73.204
7.719,89.24,-82.64,44.8,-73.724
7.753,89.61,-82.86,45.17,-73.944
7.787,89.92,-82.84,45.48,-73.924
7.821,90.06,-82.89,45.62,-73.974
7.855,89.58,-84.5,45.14,-75.584
7.889,88.23,-86.13,43.79,-77.214
7.923,88.09,-86.67,43.65,-77.754
7.956,88.7,-86.86,44.26,-77.944
7.99,89.62,-87.01,45.18,-78.094
8.024,89.92,-87.41,45.48,-78.494
8.058,90.03,-88.3,45.59,-79.384
8.092,90.23,-88.91,45.79,-79.994
8.126,90.75,-89.69,46.31,-80.774
8.16,91.24,-90.31,46.8,-81.394
8.193,91.54,-91.07,47.1,-82.154
8.227,91.92,-91.69,47.48,-82.774
8.261,92.2,-92.21,47.76,-83.294
8.295,92.46,-92.46,48.02,-83.544
8.329,92.94,-93,48.5,-84.084
8.363,92.95,-93.32,48.51,-84.404
8.397,92.74,-92.82,48.3,-83.904
8.43,92.21,-91.73,47.77,-82.814
8.464,89.65,-87.38,45.21,-78.464
8.498,88.59,-85.32,44.15,-76.404
8.532,87.9,-83.04,43.46,-74.124
8.566,87.06,-80.79,42.62,-71.874
8.6,86.11,-78.94,41.67,-70.024
8.634,85.27,-77.1,40.83,-68.184
8.667,84.64,-75.6,40.2,-66.684
8.701,84.34,-74.33,39.9,-65.414
8.735,84.14,-73.37,39.7,-64.454
8.769,83.98,-72.63,39.54,-63.714
8.803,84,-72.53,39.56,-63.614
8.837,84.01,-72.7,39.57,-63.784
8.871,83.74,-74.46,39.3,-65.544
8.904,83.94,-76.77,39.5,-67.854
8.938,84.91,-79.18,40.47,-70.264
8.972,86.04,-81.53,41.6,-72.614
9.006,86.99,-84.21,42.55,-75.294
9.04,88.09,-86.74,43.65,-77.824
9.074,89.44,-89.44,45,-80.524
9.108,91.31,-91.86,46.87,-82.944
9.141,92.82,-94.24,48.38,-85.324
9.175,94.15,-96.24,49.71,-87.324
9.209,95.14,-98.25,50.7,-89.334
9.243,96.58,-100.1,52.14,-91.184
9.277,97.96,-101.9,53.52,-92.984
9.311,99,-103.6,54.56,-94.684
9.345,100.1,-105.3,55.66,-96.384
9.378,101.2,-106.8,56.76,-97.884
9.412,102.3,-108,57.86,-99.084
9.446,103.2,-109.3,58.76,-100.384
9.48,104.1,-110.6,59.66,-101.684
9.514,104.8,-111.8,60.36,-102.884
9.548,105.4,-112.8,60.96,-103.884
9.582,105.9,-113.5,61.46,-104.584
9.615,106.6,-113.9,62.16,-104.984
9.649,107,-114.3,62.56,-105.384
9.683,107.2,-114.6,62.76,-105.684
9.717,107.3,-114.7,62.86,-105.784
9.751,107.5,-114.8,63.06,-105.884
9.785,107.1,-116.4,62.66,-107.484
9.819,105.5,-117.9,61.06,-108.984
9.852,105.3,-118.5,60.86,-109.584
9.886,106.2,-118.8,61.76,-109.884
9.92,107,-119.1,62.56,-110.184
9.954,107.3,-119.9,62.86,-110.984
9.988,107.4,-120.8,62.96,-111.884
10.022,107.7,-121.9,63.26,-112.984
10.056,108.2,-122.5,63.76,-113.584
10.089,108.7,-123.2,64.26,-114.284
10.123,109,-124,64.56,-115.084
10.157,109.6,-124.5,65.16,-115.584
10.191,110.1,-125.2,65.66,-116.284
10.225,110.6,-125.8,66.16,-116.884
10.259,110.8,-126.2,66.36,-117.284
10.293,110.8,-126.3,66.36,-117.384
10.326,110.6,-125.7,66.16,-116.784
10.36,110.1,-124.5,65.66,-115.584
10.394,108.9,-122.5,64.46,-113.584
10.428,107.6,-120.4,63.16,-111.484
10.462,106.4,-118.4,61.96,-109.484
10.496,105.4,-116.4,60.96,-107.484
10.53,104.6,-114.1,60.16,-105.184
10.563,103.5,-111.9,59.06,-102.984
10.597,102.7,-110.1,58.26,-101.184
10.631,102.3,-108.5,57.86,-99.584
10.665,102.1,-107.3,57.66,-98.384
10.699,101.6,-105.7,57.16,-96.784
10.733,101.5,-105.7,57.06,-96.784
10.767,101.3,-106.2,56.86,-97.284
10.8,101.1,-108.2,56.66,-99.284
10.834,101.6,-110.8,57.16,-101.884
10.868,102.7,-113.1,58.26,-104.184
10.902,103.6,-115.4,59.16,-106.484
10.936,104.5,-117.6,60.06,-108.684
10.97,105.3,-120.4,60.86,-111.484
11.004,106.8,-123.1,62.36,-114.184
11.037,108.5,-125.7,64.06,-116.784
11.071,110.5,-127.8,66.06,-118.884
11.105,111.9,-130.1,67.46,-121.184
11.139,112.8,-132,68.36,-123.084
11.173,114.1,-133.9,69.66,-124.984
11.207,115.5,-135.6,71.06,-126.684
11.241,116.5,-137.3,72.06,-128.384
11.274,117.6,-138.9,73.16,-129.984
11.308,118.6,-140,74.16,-131.084
11.342,120,-141.4,75.56,-132.484
11.376,121,-142.7,76.56,-133.784
11.41,121.9,-143.7,77.46,-134.784
11.444,122.3,-144.9,77.86,-135.984
11.478,122.8,-145.5,78.36,-136.584
11.511,123.3,-145.8,78.86,-136.884
11.545,123.9,-146.5,79.46,-137.584
11.579,124.2,-146.7,79.76,-137.784
11.613,124.3,-146.9,79.86,-137.984
11.647,124.5,-146.8,80.06,-137.884
11.681,125.1,-147.2,80.66,-138.284
11.715,124.4,-149.3,79.96,-140.384
11.748,123.2,-151.1,78.76,-142.184
11.782,124,-152.4,79.56,-143.484
11.816,125.1,-152.9,80.66,-143.984
11.85,126,-153.6,81.56,-144.684
11.884,126.4,-154.8,81.96,-145.884
11.918,126.7,-155.6,82.26,-146.684
11.952,127.1,-156.6,82.66,-147.684
11.985,127.7,-157.4,83.26,-148.484
12.019,128,-158.3,83.56,-149.384
12.053,128.6,-158.8,84.16,-149.884
12.087,129.2,-159.5,84.76,-150.584
12.121,129.6,-160,85.16,-151.084
12.155,129.9,-160.5,85.46,-151.584
12.189,129.8,-160.5,85.36,-151.584
12.222,129.4,-160.1,84.96,-151.184
12.256,128.7,-158.6,84.26,-149.684
12.29,127.6,-156.5,83.16,-147.584
12.324,126.3,-154.5,81.86,-145.584
12.358,125.1,-152.6,80.66,-143.684
12.392,124.3,-150.3,79.86,-141.384
12.426,123.3,-147.8,78.86,-138.884
12.459,122.2,-145.9,77.76,-136.984
12.493,121.5,-143.9,77.06,-134.984
12.527,120.9,-142.4,76.46,-133.484
12.561,120.5,-140.8,76.06,-131.884
12.595,120.1,-139.6,75.66,-130.684
12.629,119.9,-138.6,75.46,-129.684
12.663,119.8,-138.3,75.36,-129.384
12.696,119.9,-138.4,75.46,-129.484
12.73,119.5,-139.5,75.06,-130.584
12.764,119.2,-141.7,74.76,-132.784
12.798,120.1,-144.1,75.66,-135.184
12.832,121.2,-146.5,76.76,-137.584
12.866,122.1,-148.9,77.66,-139.984
12.9,123,-151.4,78.56,-142.484
12.933,125.9,-156.6,81.46,-147.684
12.967,127.5,-158.9,83.06,-149.984
13.001,129.1,-161,84.66,-152.084
13.035,130.4,-163,85.96,-154.084
13.069,131.5,-165.1,87.06,-156.184
13.103,132.8,-166.8,88.36,-157.884
13.137,134,-168.6,89.56,-159.684
13.17,135.4,-170.2,90.96,-161.284
13.204,136.4,-171.4,91.96,-162.484
13.238,137.4,-173,92.96,-164.084
13.272,138.4,-174.2,93.96,-165.284
13.306,139.4,-175.3,94.96,-166.384
13.34,140.1,-176.4,95.66,-167.484
13.374,140.6,-177.4,96.16,-168.484
13.407,141,-177.9,96.56,-168.984
13.441,141.5,-178.6,97.06,-169.684
13.475,141.9,-179,97.46,-170.084
13.509,142.2,-179.3,97.76,-170.384
13.543,142.3,-179.5,97.86,-170.584
13.577,142.7,-179.3,98.26,-170.384
