t,x,y,nx,ny
0,47.63,-7.853,0,0
0.034,47.63,-7.854,0,-0.001
0.068,47.58,-8.35,-0.05,-0.497
0.102,47.54,-10.85,-0.09,-2.997
0.135,47.3,-13.67,-0.33,-5.817
0.169,48.06,-14.17,0.43,-6.317
0.203,48.67,-15.03,1.04,-7.177
0.237,49.19,-15.89,1.56,-8.037
0.271,49.42,-16.75,1.79,-8.897
0.305,49.73,-17.42,2.1,-9.567
0.339,49.88,-17.93,2.25,-10.077
0.372,50.32,-18.68,2.69,-10.827
0.406,50.62,-19.17,2.99,-11.317
0.44,50.81,-19.81,3.18,-11.957
0.474,51.18,-20.28,3.55,-12.427
0.508,51.53,-20.71,3.9,-12.857
0.542,51.79,-21.17,4.16,-13.317
0.576,51.77,-21.27,4.14,-13.417
0.609,51.53,-20.94,3.9,-13.087
0.643,51.14,-19.8,3.51,-11.947
0.677,50.23,-18.07,2.6,-10.217
0.711,49.12,-15.77,1.49,-7.917
0.745,47.89,-13.69,0.26,-5.837
0.779,46.88,-11.51,-0.75,-3.657
0.813,45.98,-9.401,-1.65,-1.548
0.846,45.27,-7.454,-2.36,0.399
0.88,44.61,-5.54,-3.02,2.313
0.914,43.94,-3.937,-3.69,3.916
0.948,43.57,-2.449,-4.06,5.404
0.982,43.41,-1.46,-4.22,6.393
1.016,43.12,-0.332,-4.51,7.521
1.05,42.77,-9.19E-02,-4.86,7.76109
1.083,42.52,-0.283,-5.11,7.57
1.117,42.24,-1.831,-5.39,6.022
1.151,42.29,-4.095,-5.34,3.758
1.185,43.32,-6.409,-4.31,1.444
1.219,44.4,-8.855,-3.23,-1.002
1.253,45.41,-11.34,-2.22,-3.487
1.287,46.2,-13.7,-1.43,-5.847
1.32,47.55,-16.42,-0.08,-8.567
1.354,49.33,-19.1,1.7,-11.247
1.388,51.02,-21.38,3.39,-13.527
1.422,52.41,-23.4,4.78,-15.547
1.456,53.83,-25.36,6.2,-17.507
1.49,55.14,-27.13,7.51,-19.277
1.524,56.26,-28.82,8.63,-20.967
1.557,57.44,-30.64,9.81,-22.787
1.591,58.84,-32.42,11.21,-24.567
1.625,59.91,-34.09,12.28,-26.237
1.659,60.91,-35.65,13.28,-27.797
1.693,61.99,-36.7,14.36,-28.847
1.727,63.14,-37.98,15.51,-30.127
1.761,63.79,-39.59,16.16,-31.737
1.794,64.6,-40.42,16.97,-32.567
1.828,65.14,-41.17,17.51,-33.317
1.862,65.63,-41.82,18,-33.967
1.896,66.23,-42.18,18.6,-34.327
1.93,66.58,-42.32,18.95,-34.467
1.964,66.72,-42.48,19.09,-34.627
1.998,66.7,-42.65,19.07,-34.797
2.031,66.66,-43.22,19.03,-35.367
2.065,65.33,-44.6,17.7,-36.747
2.099,64.44,-45.08,16.81,-37.227
2.133,64.65,-44.92,17.02,-37.067
2.167,64.95,-44.41,17.32,-36.557
2.201,64.87,-44.09,17.24,-36.237
2.235,64.57,-43.82,16.94,-35.967
2.269,64.38,-43.42,16.75,-35.567
2.302,63.87,-42.71,16.24,-34.857
2.336,63.34,-41.81,15.71,-33.957
2.37,62.75,-40.71,15.12,-32.857
2.404,61.9,-39.45,14.27,-31.597
2.438,61.08,-37.92,13.45,-30.067
2.472,60.24,-36.24,12.61,-28.387
2.506,59.22,-34.49,11.59,-26.637
2.539,57.14,-30.66,9.51,-22.807
2.573,56.13,-28.75,8.5,-20.897
2.607,55.22,-26.79,7.59,-18.937
2.641,54.4,-24.82,6.77,-16.967
2.675,53.37,-22.81,5.74,-14.957
2.709,52.26,-20.62,4.63,-12.767
2.743,51.34,-18.15,3.71,-10.297
2.776,50.57,-15.86,2.94,-8.007
2.81,49.67,-13.8,2.04,-5.947
2.844,49.08,-12.09,1.45,-4.237
2.878,48.62,-10.57,0.99,-2.717
2.912,48.36,-9.62,0.73,-1.767
2.946,48.33,-8.722,0.7,-0.869
2.98,48.11,-8.01,0.48,-0.157
3.013,47.82,-8.091,0.19,-0.238
3.047,47.5,-9.021,-0.13,-1.168
3.081,47.53,-11.1,-0.1,-3.247
3.115,48.18,-13.37,0.55,-5.517
3.149,49.51,-15.65,1.88,-7.797
3.183,50.52,-18.26,2.89,-10.407
3.217,51.48,-20.99,3.85,-13.137
3.25,52.65,-23.67,5.02,-15.817
3.284,54.36,-26.26,6.73,-18.407
3.318,55.87,-28.58,8.24,-20.727
3.352,57.29,-30.73,9.66,-22.877
3.386,58.74,-32.89,11.11,-25.037
3.42,59.97,-34.78,12.34,-26.927
3.454,61.02,-36.53,13.39,-28.677
3.487,62.49,-38.45,14.86,-30.597
3.521,63.92,-40.06,16.29,-32.207
3.555,64.97,-41.72,17.34,-33.867
3.589,65.94,-43.48,18.31,-35.627
3.623,66.9,-44.88,19.27,-37.027
3.657,68.04,-45.99,20.41,-38.137
3.691,68.94,-47.49,21.31,-39.637
3.724,69.59,-48.51,21.96,-40.657
3.758,70.18,-49.37,22.55,-41.517
3.792,70.76,-49.99,23.13,-42.137
3.826,71.08,-50.61,23.45,-42.757
3.86,71.47,-50.93,23.84,-43.077
3.894,71.67,-51.01,24.04,-43.157
3.928,71.68,-51.13,24.05,-43.277
3.961,71.99,-51.39,24.36,-43.537
3.995,71.09,-53.23,23.46,-45.377
4.029,70.01,-54.88,22.38,-47.027
4.063,70.37,-55.44,22.74,-47.587
4.097,71.21,-55.82,23.58,-47.967
4.131,72.05,-56.65,24.42,-48.797
4.165,72.32,-57.46,24.69,-49.607
4.198,72.69,-58.27,25.06,-50.417
4.232,72.94,-59.05,25.31,-51.197
4.266,73.56,-59.5,25.93,-51.647
4.3,73.97,-60.47,26.34,-52.617
4.334,74.24,-61.07,26.61,-53.217
4.368,74.52,-61.6,26.89,-53.747
4.402,74.83,-62.22,27.2,-54.367
4.435,75.21,-62.65,27.58,-54.797
4.469,75.5,-63.13,27.87,-55.277
4.503,75.39,-63.04,27.76,-55.187
4.537,75.21,-62.63,27.58,-54.777
4.571,74.67,-61.21,27.04,-53.357
4.605,73.65,-59.2,26.02,-51.347
4.639,72.35,-57.09,24.72,-49.237
4.672,71.23,-55.06,23.6,-47.207
4.706,70.32,-53.02,22.69,-45.167
4.74,69.61,-50.7,21.98,-42.847
4.774,68.65,-48.62,21.02,-40.767
4.808,67.85,-46.73,20.22,-38.877
4.842,67.23,-45.22,19.6,-37.367
4.876,66.89,-43.9,19.26,-36.047
4.909,66.41,-42.19,18.78,-34.337
4.943,66.26,-42.14,18.63,-34.287
4.977,66.01,-42.81,18.38,-34.957
5.011,65.8,-44.78,18.17,-36.927
5.045,66.41,-47.35,18.78,-39.497
5.079,67.63,-49.64,20,-41.787
5.113,68.72,-52.32,21.09,-44.467
5.146,69.67,-55.03,22.04,-47.177
5.18,70.74,-57.53,23.11,-49.677
5.214,72.25,-59.99,24.62,-52.137
5.248,73.97,-62.44,26.34,-54.587
5.282,75.44,-64.7,27.81,-56.847
5.316,76.64,-66.73,29.01,-58.877
5.35,78.03,-68.68,30.4,-60.827
5.383,79.43,-70.49,31.8,-62.637
5.417,80.61,-72.22,32.98,-64.367
5.451,81.75,-74,34.12,-66.147
5.485,82.86,-75.45,35.23,-67.597
5.519,83.95,-77.06,36.32,-69.207
5.553,85.07,-78.39,37.44,-70.537
5.587,86.21,-79.62,38.58,-71.767
5.62,87.31,-80.95,39.68,-73.097
5.654,88.07,-82.02,40.44,-74.167
5.688,88.74,-82.76,41.11,-74.907
5.722,89.26,-83.45,41.63,-75.597
5.756,89.55,-83.92,41.92,-76.067
5.79,89.99,-84.28,42.36,-76.427
5.824,90.28,-84.49,42.65,-76.637
5.857,90.29,-84.69,42.66,-76.837
5.891,90.49,-84.64,42.86,-76.787
5.925,90.05,-85.59,42.42,-77.737
5.959,88.45,-87.01,40.82,-79.157
5.993,88.12,-87.25,40.49,-79.397
6.027,88.59,-87.1,40.96,-79.247
6.061,89.05,-86.91,41.42,-79.057
6.094,88.95,-86.59,41.32,-78.737
6.128,88.62,-86.49,40.99,-78.637
6.162,88.29,-86.16,40.66,-78.307
6.196,88.16,-85.74,40.53,-77.887
6.23,88.03,-85.3,40.4,-77.447
6.264,87.63,-84.74,40,-76.887
6.298,87.13,-84.02,39.5,-76.167
6.332,86.72,-83.27,39.09,-75.417
6.365,86.17,-81.94,38.54,-74.087
6.399,85.28,-80.25,37.65,-72.397
6.433,84.4,-78.12,36.77,-70.267
6.467,83.39,-76.22,35.76,-68.367
6.501,82.29,-74.32,34.66,-66.467
6.535,81.49,-72.28,33.86,-64.427
6.569,80.49,-70.31,32.86,-62.457
6.602,79.57,-68.23,31.94,-60.377
6.636,78.62,-66,30.99,-58.147
6.67,77.59,-63.6,29.96,-55.747
6.704,76.72,-61.56,29.09,-53.707
6.738,76.02,-59.73,28.39,-51.877
6.772,75.4,-58.3,27.77,-50.447
6.806,75.11,-56.97,27.48,-49.117
6.839,74.96,-56.11,27.33,-48.257
6.873,74.76,-55.27,27.13,-47.417
6.907,74.58,-55.33,26.95,-47.477
6.941,74.08,-55.93,26.45,-48.077
6.975,74.01,-58.05,26.38,-50.197
7.009,74.51,-60.45,26.88,-52.597
7.043,75.61,-62.84,27.98,-54.987
7.076,76.57,-65.38,28.94,-57.527
7.11,77.74,-68.16,30.11,-60.307
7.144,79.04,-70.71,31.41,-62.857
7.178,80.36,-73.1,32.73,-65.247
7.212,81.94,-75.56,34.31,-67.707
7.246,83.59,-77.7,35.96,-69.847
7.28,84.7,-79.86,37.07,-72.007
7.313,87.21,-83.68,39.58,-75.827
7.347,88.47,-85.49,40.84,-77.637
7.381,89.56,-87.15,41.93,-79.297
7.415,90.52,-88.84,42.89,-80.987
7.449,91.67,-90.06,44.04,-82.207
7.483,92.79,-91.49,45.16,-83.637
7.517,93.69,-92.78,46.06,-84.927
7.55,94.59,-93.99,46.96,-86.137
7.584,95.08,-95.19,47.45,-87.337
7.618,95.6,-95.95,47.97,-88.097
7.652,96.53,-96.63,48.9,-88.777
7.686,96.79,-97.09,49.16,-89.237
7.72,97.14,-97.35,49.51,-89.497
7.754,97.25,-97.32,49.62,-89.467
7.787,97.34,-97.18,49.71,-89.327
